Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
dawson:1,352,7,207,566,0.6219081272,0.0123674912,0.3657243816,Rep,2
dawson:2,384,8,191,583,0.6586620926,0.0137221269,0.3276157804,Rep,3
dawson:3,869,10,179,1058,0.8213610586,0.0094517958,0.1691871456,Rep,3
dawson:4,784,5,126,915,0.8568306011,0.0054644809,0.1377049180,Rep,3
dawson:5,95,0,8,103,0.9223300971,0.0000000000,0.0776699029,Rep,3
dawson:11,98,0,13,111,0.8828828829,0.0000000000,0.1171171171,Rep,3
dawson:12,47,1,9,57,0.8245614035,0.0175438596,0.1578947368,Rep,3
dawson:13,88,1,8,97,0.9072164948,0.0103092784,0.0824742268,Rep,3
dawson:17,61,0,4,65,0.9384615385,0.0000000000,0.0615384615,Rep,3
martin:1,464,5,94,563,0.8241563055,0.0088809947,0.1669626998,Rep,3
martin:2,303,3,72,378,0.8015873016,0.0079365079,0.1904761905,Rep,3
martin:3,424,3,46,473,0.8964059197,0.0063424947,0.0972515856,Rep,3
martin:4,326,4,51,381,0.8556430446,0.0104986877,0.1338582677,Rep,3
martin:3A,151,1,8,160,0.9437500000,0.0062500000,0.0500000000,Rep,3
martin:4A,130,0,5,135,0.9629629630,0.0000000000,0.0370370370,Rep,3
midland:101,337,6,21,364,0.9258241758,0.0164835165,0.0576923077,Rep,3
midland:102,897,29,225,1151,0.7793223284,0.0251954822,0.1954821894,Rep,3
midland:103,1209,34,315,1558,0.7759948652,0.0218228498,0.2021822850,Rep,3
midland:104,146,5,87,238,0.6134453782,0.0210084034,0.3655462185,Rep,2
midland:105,428,16,127,571,0.7495621716,0.0280210158,0.2224168126,Rep,3
midland:106,918,35,315,1268,0.7239747634,0.0276025237,0.2484227129,Rep,3
midland:107,1060,22,238,1320,0.8030303030,0.0166666667,0.1803030303,Rep,3
midland:108,257,7,46,310,0.8290322581,0.0225806452,0.1483870968,Rep,3
midland:109,142,6,79,227,0.6255506608,0.0264317181,0.3480176211,Rep,2
midland:110,1633,28,194,1855,0.8803234501,0.0150943396,0.1045822102,Rep,3
midland:201,905,14,90,1009,0.8969276511,0.0138751239,0.0891972250,Rep,3
midland:202,2654,40,191,2885,0.9199306759,0.0138648180,0.0662045061,Rep,3
midland:203,301,7,44,352,0.8551136364,0.0198863636,0.1250000000,Rep,3
midland:204,1841,38,267,2146,0.8578751165,0.0177073625,0.1244175210,Rep,3
midland:205,844,21,165,1030,0.8194174757,0.0203883495,0.1601941748,Rep,3
midland:206,814,17,141,972,0.8374485597,0.0174897119,0.1450617284,Rep,3
midland:207,1159,32,252,1443,0.8031878032,0.0221760222,0.1746361746,Rep,3
midland:208,212,11,64,287,0.7386759582,0.0383275261,0.2229965157,Rep,3
midland:210,526,22,125,673,0.7815750371,0.0326894502,0.1857355126,Rep,3
midland:211,1307,39,286,1632,0.8008578431,0.0238970588,0.1752450980,Rep,3
midland:302,825,20,161,1006,0.8200795229,0.0198807157,0.1600397614,Rep,3
midland:303,59,3,27,89,0.6629213483,0.0337078652,0.3033707865,Rep,3
midland:304,172,10,125,307,0.5602605863,0.0325732899,0.4071661238,Rep,2
midland:305,96,7,173,276,0.3478260870,0.0253623188,0.6268115942,Dem,2
midland:306,267,27,426,720,0.3708333333,0.0375000000,0.5916666667,Dem,2
midland:307,632,23,246,901,0.7014428413,0.0255271920,0.2730299667,Rep,3
midland:308,457,22,486,965,0.4735751295,0.0227979275,0.5036269430,Dem,1
midland:309,60,1,20,81,0.7407407407,0.0123456790,0.2469135802,Rep,3
midland:310,116,4,38,158,0.7341772152,0.0253164557,0.2405063291,Rep,3
midland:401,501,7,41,549,0.9125683060,0.0127504554,0.0746812386,Rep,3
midland:402,489,17,84,590,0.8288135593,0.0288135593,0.1423728814,Rep,3
midland:403,1466,44,249,1759,0.8334280841,0.0250142126,0.1415577032,Rep,3
midland:404,1155,23,193,1371,0.8424507659,0.0167760759,0.1407731583,Rep,3
midland:405,1006,20,213,1239,0.8119451170,0.0161420500,0.1719128329,Rep,3
midland:406,921,25,163,1109,0.8304779080,0.0225428314,0.1469792606,Rep,3
midland:407,911,25,237,1173,0.7766410912,0.0213128730,0.2020460358,Rep,3
midland:408,1496,24,115,1635,0.9149847095,0.0146788991,0.0703363914,Rep,3
midland:409,943,27,180,1150,0.8200000000,0.0234782609,0.1565217391,Rep,3
midland:410,955,18,110,1083,0.8818097876,0.0166204986,0.1015697138,Rep,3
midland:411,1637,29,207,1873,0.8739989322,0.0154831821,0.1105178857,Rep,3
