precinct,registered,ballots_cast,blank
harris:1,3295,2723,
harris:10,1953,1063,
harris:100,1935,922,
harris:101,951,379,
harris:102,1952,876,
harris:105,2531,1346,
harris:106,326,145,
harris:107,2395,1138,
harris:11,1897,1093,
harris:115,1850,958,
harris:118,4027,3157,
harris:12,805,432,
harris:13,2965,1851,
harris:134,1683,1100,
harris:141,986,458,
harris:142,1021,511,
harris:150,1570,880,
harris:152,3298,1549,
harris:153,2090,1047,
harris:154,2445,1339,
harris:162,1505,757,
harris:163,3216,1750,
harris:166,1437,1095,
harris:167,18,9,
harris:170,2135,1130,
harris:171,1564,747,
harris:172,695,425,
harris:181,2430,1294,
harris:184,1175,637,
harris:185,2142,1273,
harris:187,324,147,
harris:188,1865,905,
harris:19,1646,1302,
harris:190,2053,992,
harris:191,1560,696,
harris:196,398,256,
harris:2,2149,1599,
harris:203,1012,509,
harris:206,3455,2396,
harris:207,1238,891,
harris:208,2387,1433,
harris:211,3304,1865,
harris:212,1468,709,
harris:218,2761,1857,
harris:220,2462,1295,
harris:221,2904,1727,
harris:226,2705,1386,
harris:229,901,448,
harris:23,570,270,
harris:231,2568,1350,
harris:241,2746,1293,
harris:242,1997,992,
harris:248,2260,966,
harris:250,909,525,
harris:251,2359,1466,
harris:254,1874,847,
harris:257,3865,2010,
harris:26,2142,1413,
harris:261,1638,789,
harris:266,2339,1275,
harris:267,1562,839,
harris:27,3590,2249,
harris:275,1832,941,
harris:277,2047,1050,
harris:278,2847,1750,
harris:280,1774,887,
harris:285,2823,1627,
harris:289,1705,962,
harris:29,2958,1336,
harris:301,2534,1308,
harris:302,3538,2009,
harris:308,1646,914,
harris:320,1738,933,
harris:321,2721,1350,
harris:325,2322,1281,
harris:326,822,493,
harris:328,1701,838,
harris:329,1723,1031,
harris:339,2205,1236,
harris:341,1477,774,
harris:343,2366,1326,
harris:344,1237,649,
harris:347,3905,2541,
harris:353,4538,2820,
harris:354,3618,2325,
harris:358,2852,1452,
harris:36,3144,1734,
harris:368,1091,673,
harris:371,498,281,
harris:373,161,76,
harris:374,716,397,
harris:375,3090,1437,
harris:379,2186,1268,
harris:381,4205,2547,
harris:382,1271,847,
harris:393,1483,935,
harris:394,1060,467,
harris:397,887,433,
harris:404,2939,1680,
harris:408,1884,909,
harris:409,1844,919,
harris:411,2541,1257,
harris:413,3170,2251,
harris:416,4474,2957,
harris:417,2681,1730,
harris:418,4208,2382,
harris:419,2962,1860,
harris:423,1504,723,
harris:44,2240,1229,
harris:45,7809,4998,
harris:46,2724,1425,
harris:460,4079,2773,
harris:475,2271,1477,
harris:497,2190,1269,
harris:526,899,477,
harris:527,641,258,
harris:530,1276,618,
harris:533,1211,619,
harris:535,424,220,
harris:536,6474,4234,
harris:543,1787,988,
harris:544,289,141,
harris:560,1209,577,
harris:571,2121,947,
harris:579,1322,611,
harris:591,2406,1221,
harris:595,2021,1123,
harris:605,4528,2732,
harris:608,641,313,
harris:61,1998,1091,
harris:62,2248,1163,
harris:637,2831,1826,
harris:64,2366,1195,
harris:65,2311,1078,
harris:653,683,361,
harris:66,1222,592,
harris:664,3080,1577,
harris:67,3318,1669,
harris:677,1449,758,
harris:681,139,106,
harris:683,341,164,
harris:69,1360,657,
harris:702,570,292,
harris:705,1540,620,
harris:708,650,310,
harris:714,336,168,
harris:719,1754,986,
harris:72,2195,1377,
harris:725,2383,1415,
harris:733,373,167,
harris:736,42,16,
harris:737,47,24,
harris:738,1533,795,
harris:739,3043,1659,
harris:740,1112,577,
harris:741,2332,1470,
harris:743,262,118,
harris:749,452,195,
harris:755,6128,3758,
harris:763,1346,723,
harris:766,475,249,
harris:767,96,56,
harris:769,170,114,
harris:77,11,7,
harris:770,472,213,
harris:774,530,369,
harris:775,97,65,
harris:777,850,307,
harris:778,0,0,
harris:779,1129,451,
harris:78,1749,992,
harris:780,723,348,
harris:786,1443,684,
harris:787,622,316,
harris:79,3127,1505,
harris:791,32,15,
harris:792,2023,1162,
harris:793,2761,1626,
harris:794,3206,1210,
harris:795,1386,703,
harris:797,0,0,
harris:798,563,431,
harris:799,213,111,
harris:801,317,182,
harris:81,2230,1320,
harris:810,185,78,
harris:811,293,155,
harris:812,2,1,
harris:816,67,25,
harris:821,1302,597,
harris:824,2899,1740,
harris:827,1173,495,
harris:83,4460,2919,
harris:831,33,12,
harris:832,394,213,
harris:833,24,12,
harris:834,403,244,
harris:835,341,184,
harris:838,0,0,
harris:842,3479,2117,
harris:843,1510,1040,
harris:844,10,4,
harris:846,253,134,
harris:847,2674,1742,
harris:849,2548,1560,
harris:850,214,164,
harris:852,1,0,
harris:857,0,0,
harris:860,0,1,
harris:864,2873,1521,
harris:871,4,5,
harris:872,65,25,
harris:889,214,146,
harris:892,1445,1029,
harris:9,2447,1564,
harris:908,1,1,
harris:909,20,15,
harris:910,275,124,
harris:914,138,69,
harris:917,124,30,
harris:921,65,45,
harris:925,0,0,
harris:928,8,6,
harris:93,3978,1911,
harris:930,642,337,
harris:934,56,26,
harris:935,58,27,
harris:936,94,58,
harris:937,0,0,
harris:94,622,311,
harris:940,22,13,
harris:945,20,13,
harris:946,19,10,
harris:950,0,0,
harris:953,6,5,
harris:954,0,0,
harris:957,606,417,
harris:958,1281,777,
harris:959,0,0,
harris:96,2598,1612,
harris:960,1913,1388,
harris:970,919,402,
harris:972,1,0,
harris:976,806,409,
harris:978,0,0,
harris:989,0,0,
harris:99,2348,1111,
harris:996,750,551,
harris:999,0,0,
