precinct,registered,ballots_cast,blank
gregg:1,1671,,
gregg:10,4877,,
gregg:11,4383,,
gregg:12,4552,,
gregg:13,3250,,
gregg:14,4492,,
gregg:15,1578,,
gregg:16,4276,,
gregg:17,989,,
gregg:18,3259,,
gregg:19,3721,,
gregg:2,3816,,
gregg:20,3319,,
gregg:21,3297,,
gregg:3,3658,,
gregg:4,3339,,
gregg:5,3972,,
gregg:6,2438,,
gregg:7,3412,,
gregg:8,4613,,
gregg:9,4115,,
marion:1,653,429,
marion:10,536,285,
marion:2,1225,817,
marion:3,595,425,
marion:4,501,366,
marion:5,788,551,
marion:6,946,605,
marion:7,835,505,
marion:8,879,638,
marion:9,444,281,
morris:101,768,400,
morris:102,420,272,
morris:103,752,510,
morris:202,1032,761,
morris:203,1103,622,
morris:302,1150,735,
morris:303,1229,810,
morris:401,2171,1482,
