precinct,registered,ballots_cast,blank
harrison:1,2185,,
harrison:10,1086,,
harrison:11,558,,
harrison:12,5315,,
harrison:13,1438,,
harrison:14,1494,,
harrison:15,1177,,
harrison:16,605,,
harrison:17,1713,,
harrison:18,798,,
harrison:19,3679,,
harrison:2,2191,,
harrison:20,2819,,
harrison:21,782,,
harrison:22,1874,,
harrison:23,558,,
harrison:24,671,,
harrison:25,3757,,
harrison:26,557,,
harrison:3,2775,,
harrison:4,1976,,
harrison:5,1017,,
harrison:6,1651,,
harrison:7,945,,
harrison:8,2585,,
harrison:9,1570,,
marion:1,653,429,
marion:10,536,285,
marion:2,1225,817,
marion:3,595,425,
marion:4,501,366,
marion:5,788,551,
marion:6,946,605,
marion:7,835,505,
marion:8,879,638,
marion:9,444,281,
