precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
travis:101,510,3333,11009,0,3188,17992,2.83%,18.52%,61.19%,0.00%,17.72%
travis:102,299,425,1339,12,677,2752,10.86%,15.44%,48.66%,0.44%,24.60%
travis:103,75,448,972,24,1140,2659,2.82%,16.85%,36.56%,0.90%,42.87%
travis:104,133,286,881,26,748,2074,6.41%,13.79%,42.48%,1.25%,36.07%
travis:105,1026,6240,13119,0,5385,25582,4.01%,24.39%,51.28%,0.00%,21.05%
travis:106,224,1290,5582,36,2812,9944,2.25%,12.97%,56.13%,0.36%,28.28%
travis:107,29,24,680,0,338,1063,2.73%,2.26%,63.97%,0.00%,31.80%
travis:108,177,364,1508,0,837,2852,6.21%,12.76%,52.88%,0.00%,29.35%
travis:109,530,430,1405,69,1775,4209,12.59%,10.22%,33.38%,1.64%,42.17%
travis:110,1733,2823,4144,67,5651,14418,12.02%,19.58%,28.74%,0.46%,39.19%
travis:111,1541,1115,2056,22,3183,7917,19.46%,14.08%,25.97%,0.28%,40.20%
travis:112,984,1329,1582,0,1248,5067,19.42%,26.23%,31.22%,0.00%,24.63%
travis:113,3365,3623,9618,0,5019,21623,15.56%,16.76%,44.48%,0.00%,23.21%
travis:114,3,102,122,0,130,355,0.85%,28.73%,34.37%,0.00%,36.62%
travis:115,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:116,0,0,7,1,0,8,0.00%,0.00%,87.50%,12.50%,0.00%
travis:117,192,2228,10666,0,1215,14271,1.35%,15.61%,74.74%,0.00%,8.51%
travis:118,126,607,1573,0,755,3060,4.12%,19.84%,51.41%,0.00%,24.67%
travis:119,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:120,44,92,137,0,219,490,8.98%,18.78%,27.96%,0.00%,44.69%
travis:121,84,1445,1867,0,444,3791,2.22%,38.12%,49.25%,0.00%,11.71%
travis:122,132,2196,1853,0,1165,5344,2.47%,41.09%,34.67%,0.00%,21.80%
travis:123,2256,2820,3997,68,6756,15897,14.19%,17.74%,25.14%,0.43%,42.50%
travis:124,386,1921,2708,36,3265,8316,4.64%,23.10%,32.56%,0.43%,39.26%
travis:125,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:126,445,1336,1697,88,3877,7443,5.98%,17.95%,22.80%,1.18%,52.09%
travis:127,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:128,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:129,172,2187,1996,0,1787,6106,2.82%,35.82%,32.69%,0.00%,29.27%
travis:130,144,414,1474,7,1408,3447,4.18%,12.01%,42.76%,0.20%,40.85%
travis:131,13,1,8,2,6,30,43.33%,3.33%,26.67%,6.67%,20.00%
travis:132,206,1112,1421,35,1732,4506,4.57%,24.68%,31.54%,0.78%,38.44%
travis:133,123,442,1224,27,1739,3555,3.46%,12.43%,34.43%,0.76%,48.92%
travis:134,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
travis:135,1381,806,2490,108,6615,11400,12.11%,7.07%,21.84%,0.95%,58.03%
travis:136,357,626,1259,69,2196,4507,7.92%,13.89%,27.93%,1.53%,48.72%
travis:137,2510,3165,4883,240,9982,20780,12.08%,15.23%,23.50%,1.15%,48.04%
travis:139,681,1859,9927,0,2256,14656,4.65%,12.68%,67.73%,0.00%,15.39%
travis:140,114,656,3765,0,929,5445,2.09%,12.05%,69.15%,0.00%,17.06%
travis:141,143,191,548,18,324,1224,11.68%,15.60%,44.77%,1.47%,26.47%
travis:142,173,372,1629,20,1001,3195,5.41%,11.64%,50.99%,0.63%,31.33%
travis:145,340,854,1622,42,1645,4503,7.55%,18.97%,36.02%,0.93%,36.53%
