precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
jasper:1,1,5,0,6,54,66,1.52%,7.58%,0.00%,9.09%,81.82%
jasper:2,1,12,16,25,720,774,0.13%,1.55%,2.07%,3.23%,93.02%
jasper:3,7,118,32,43,1188,1388,0.50%,8.50%,2.31%,3.10%,85.59%
jasper:4,6,8,16,18,753,801,0.75%,1.00%,2.00%,2.25%,94.01%
jasper:5,3,17,9,7,137,173,1.73%,9.83%,5.20%,4.05%,79.19%
jasper:6,11,590,366,30,957,1954,0.56%,30.19%,18.73%,1.54%,48.98%
jasper:7,13,679,363,31,704,1790,0.73%,37.93%,20.28%,1.73%,39.33%
jasper:8,12,824,84,30,678,1628,0.74%,50.61%,5.16%,1.84%,41.65%
jasper:9,13,88,71,77,2469,2718,0.48%,3.24%,2.61%,2.83%,90.84%
jasper:10,10,89,134,105,2491,2829,0.35%,3.15%,4.74%,3.71%,88.05%
jasper:11,1,37,26,11,530,605,0.17%,6.12%,4.30%,1.82%,87.60%
jasper:12,11,122,63,35,689,920,1.20%,13.26%,6.85%,3.80%,74.89%
jasper:13,1,133,28,23,473,658,0.15%,20.21%,4.26%,3.50%,71.88%
jasper:14,5,567,191,123,3104,3990,0.13%,14.21%,4.79%,3.08%,77.79%
jasper:15,14,228,111,95,3285,3733,0.38%,6.11%,2.97%,2.54%,88.00%
jasper:16,1,10,20,25,460,516,0.19%,1.94%,3.88%,4.84%,89.15%
jasper:17,13,28,69,35,1398,1543,0.84%,1.81%,4.47%,2.27%,90.60%
jasper:19,24,527,157,50,1740,2498,0.96%,21.10%,6.29%,2.00%,69.66%
jasper:20,17,970,162,31,725,1905,0.89%,50.92%,8.50%,1.63%,38.06%
jasper:21,29,898,280,44,1240,2491,1.16%,36.05%,11.24%,1.77%,49.78%
jefferson:4,65,332,211,17,1510,2135,3.04%,15.55%,9.88%,0.80%,70.73%
jefferson:24,2,100,84,14,439,639,0.31%,15.65%,13.15%,2.19%,68.70%
jefferson:25,110,628,340,84,2458,3620,3.04%,17.35%,9.39%,2.32%,67.90%
jefferson:26,266,988,555,73,2014,3896,6.83%,25.36%,14.25%,1.87%,51.69%
jefferson:29,16,73,494,51,2114,2748,0.58%,2.66%,17.98%,1.86%,76.93%
jefferson:30,17,53,138,51,1402,1661,1.02%,3.19%,8.31%,3.07%,84.41%
jefferson:31,37,54,201,61,1435,1788,2.07%,3.02%,11.24%,3.41%,80.26%
jefferson:32,29,17,21,1,223,291,9.97%,5.84%,7.22%,0.34%,76.63%
jefferson:33,74,1205,1691,93,2236,5299,1.40%,22.74%,31.91%,1.76%,42.20%
jefferson:35,140,263,297,41,1308,2049,6.83%,12.84%,14.49%,2.00%,63.84%
jefferson:36,82,157,420,58,1974,2691,3.05%,5.83%,15.61%,2.16%,73.36%
jefferson:56,183,178,897,87,3458,4803,3.81%,3.71%,18.68%,1.81%,72.00%
jefferson:58,0,6,0,0,38,44,0.00%,13.64%,0.00%,0.00%,86.36%
