precinct,registered,ballots_cast,blank
navarro:101,2006,,
navarro:103,1792,,
navarro:104,739,,
navarro:105,307,,
navarro:106,573,,
navarro:107,1309,,
navarro:108,477,,
navarro:109,423,,
navarro:200,932,,
navarro:201,847,,
navarro:202,1032,,
navarro:203,2312,,
navarro:204,330,,
navarro:205,1388,,
navarro:206,677,,
navarro:300,2551,,
navarro:301,379,,
navarro:303,1236,,
navarro:304,704,,
navarro:305,593,,
navarro:306,316,,
navarro:307,520,,
navarro:308,382,,
navarro:400,1629,,
navarro:401,556,,
navarro:402,1997,,
navarro:403,1451,,
navarro:404,1176,,
navarro:405,923,,
navarro:406,278,,
