precinct,registered,ballots_cast,blank
jefferson:100,2978,,
jefferson:101,0,,
jefferson:104,78,,
jefferson:106,26,,
jefferson:24,547,,
jefferson:25,2243,,
jefferson:26,2823,,
jefferson:29,1836,,
jefferson:30,1176,,
jefferson:31,1241,,
jefferson:32,261,,
jefferson:33,2478,,
jefferson:35,1027,,
jefferson:36,1618,,
jefferson:4,1472,,
jefferson:56,3195,,
jefferson:58,62,,
jefferson:62,2681,,
jefferson:65,1745,,
jefferson:66,1447,,
jefferson:68,2429,,
jefferson:69,3326,,
jefferson:73,2385,,
jefferson:74,2893,,
jefferson:80,269,,
jefferson:83,1211,,
jefferson:86,1387,,
jefferson:91,696,,
jefferson:94,2054,,
jefferson:98,615,,
