precinct,registered,ballots_cast,blank
freestone:10,,248,
freestone:11,,431,
freestone:13,,260,
freestone:14,,366,
freestone:3,,121,
freestone:4,,335,
freestone:5,,1554,
nacogdoches:12,1972,,
nacogdoches:13,1422,,
nacogdoches:14,2959,,
nacogdoches:15,1638,,
nacogdoches:16,2567,,
nacogdoches:17,521,,
nacogdoches:21,1932,,
nacogdoches:22,134,,
nacogdoches:23,327,,
nacogdoches:24,1397,,
nacogdoches:25,93,,
nacogdoches:26,3477,,
nacogdoches:27,1364,,
nacogdoches:30,631,,
nacogdoches:31,674,,
nacogdoches:32,3800,,
nacogdoches:33,4955,,
nacogdoches:34,154,,
nacogdoches:41,1067,,
nacogdoches:42,1838,,
nacogdoches:43,1348,,
nacogdoches:44,1844,,
nacogdoches:45,855,,
nacogdoches:46,988,,
nacogdoches:47,985,,
travis:107,470,349,
travis:110,8992,6336,
travis:137,13179,10257,
travis:145,3050,2084,
travis:148,6035,3773,
travis:150,2377,1784,
travis:161,2749,1736,
travis:163,449,314,
travis:219,3793,2603,
trinity:1,715,,
trinity:10,351,,
trinity:11,2147,,
trinity:12,122,,
trinity:14,752,,
trinity:15,138,,
trinity:16,561,,
trinity:17,873,,
trinity:18,126,,
trinity:19,1622,,
trinity:2,887,,
trinity:20,70,,
trinity:21,431,,
trinity:3,513,,
trinity:4,329,,
trinity:5,333,,
trinity:6,214,,
trinity:7,227,,
trinity:8,436,,
trinity:9,657,,
walker:101,700,,
walker:102,3769,,
walker:103,1804,,
walker:104,2011,,
walker:204,2765,,
walker:206,1118,,
walker:301,2943,,
walker:302,659,,
walker:303,728,,
walker:304,4028,,
