precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
ector:101,42,147,6005,80,1907,8181,0.51%,1.80%,73.40%,0.98%,23.31%
ector:102,22,65,5793,68,1079,7027,0.31%,0.93%,82.44%,0.97%,15.36%
ector:103,21,93,3582,58,1498,5252,0.40%,1.77%,68.20%,1.10%,28.52%
ector:104,23,108,3909,73,1751,5864,0.39%,1.84%,66.66%,1.24%,29.86%
ector:108,35,117,2065,123,2086,4426,0.79%,2.64%,46.66%,2.78%,47.13%
ector:109,2,12,127,6,250,397,0.50%,3.02%,31.99%,1.51%,62.97%
ector:110,226,427,3238,68,2219,6178,3.66%,6.91%,52.41%,1.10%,35.92%
ector:111,218,332,2519,33,1561,4663,4.68%,7.12%,54.02%,0.71%,33.48%
ector:201,396,280,1954,100,2855,5585,7.09%,5.01%,34.99%,1.79%,51.12%
ector:202,94,268,1659,76,2301,4398,2.14%,6.09%,37.72%,1.73%,52.32%
ector:203,191,575,2469,94,3984,7313,2.61%,7.86%,33.76%,1.29%,54.48%
ector:204,99,282,2291,116,2649,5437,1.82%,5.19%,42.14%,2.13%,48.72%
ector:205,79,205,1576,79,1602,3541,2.23%,5.79%,44.51%,2.23%,45.24%
ector:206,122,246,1182,61,1297,2908,4.20%,8.46%,40.65%,2.10%,44.60%
ector:207,29,70,927,63,1907,2996,0.97%,2.34%,30.94%,2.10%,63.65%
ector:208,363,455,2640,76,2611,6145,5.91%,7.40%,42.96%,1.24%,42.49%
ector:209,125,365,1145,42,1505,3182,3.93%,11.47%,35.98%,1.32%,47.30%
ector:301,33,150,3142,33,1107,4465,0.74%,3.36%,70.37%,0.74%,24.79%
ector:302,20,106,1360,13,597,2096,0.95%,5.06%,64.89%,0.62%,28.48%
ector:303,61,254,2949,25,973,4262,1.43%,5.96%,69.19%,0.59%,22.83%
ector:304,10,116,1349,0,225,1691,0.59%,6.86%,79.78%,0.00%,13.31%
ector:305,57,84,1157,12,227,1537,3.71%,5.47%,75.28%,0.78%,14.77%
ector:306,109,309,2713,43,631,3805,2.86%,8.12%,71.30%,1.13%,16.58%
ector:307,70,355,3714,14,1365,5518,1.27%,6.43%,67.31%,0.25%,24.74%
ector:308,56,113,1057,19,686,1931,2.90%,5.85%,54.74%,0.98%,35.53%
ector:309,27,160,1246,18,903,2354,1.15%,6.80%,52.93%,0.76%,38.36%
ector:310,29,184,1968,45,967,3193,0.91%,5.76%,61.63%,1.41%,30.28%
ector:311,57,114,1434,29,608,2242,2.54%,5.08%,63.96%,1.29%,27.12%
ector:312,28,123,1243,49,1113,2556,1.10%,4.81%,48.63%,1.92%,43.54%
ector:313,20,93,901,58,1274,2346,0.85%,3.96%,38.41%,2.47%,54.31%
ector:314,51,297,1198,10,1070,2626,1.94%,11.31%,45.62%,0.38%,40.75%
ector:401,41,195,1033,13,572,1854,2.21%,10.52%,55.72%,0.70%,30.85%
ector:402,50,1222,3482,5,697,5456,0.92%,22.40%,63.82%,0.09%,12.77%
ector:403,14,601,5123,3,256,5997,0.23%,10.02%,85.43%,0.05%,4.27%
ector:404,10,34,3451,13,807,4315,0.23%,0.79%,79.98%,0.30%,18.70%
ector:405,10,133,2195,0,153,2483,0.40%,5.36%,88.40%,0.00%,6.16%
ector:406,32,428,5486,0,985,6899,0.46%,6.20%,79.52%,0.00%,14.28%
ector:407,15,77,5312,52,1559,7015,0.21%,1.10%,75.72%,0.74%,22.22%
ector:408,11,90,1408,0,259,1762,0.62%,5.11%,79.91%,0.00%,14.70%
ector:409,13,47,2680,18,443,3201,0.41%,1.47%,83.72%,0.56%,13.84%
ector:412,29,190,1369,2,484,2074,1.40%,9.16%,66.01%,0.10%,23.34%
loving:1,1,1,1,2,23,28,3.57%,3.57%,3.57%,7.14%,82.14%
loving:2,0,0,0,0,1,1,0.00%,0.00%,0.00%,0.00%,100.00%
loving:3,1,1,0,0,25,26,3.85%,3.85%,0.00%,0.00%,96.15%
loving:4,1,1,0,0,7,9,11.11%,11.11%,0.00%,0.00%,77.78%
ward:2,33,175,1398,2,1394,3002,1.10%,5.83%,46.57%,0.07%,46.44%
ward:1E,28,259,1730,0,639,2636,1.06%,9.83%,65.63%,0.00%,24.24%
ward:1W,3,7,271,3,47,331,0.91%,2.11%,81.87%,0.91%,14.20%
ward:3N,22,99,1174,17,1099,2411,0.91%,4.11%,48.69%,0.71%,45.58%
ward:3S,5,19,258,0,200,482,1.04%,3.94%,53.53%,0.00%,41.49%
ward:4E,17,92,1297,17,841,2264,0.75%,4.06%,57.29%,0.75%,37.15%
ward:4M,4,14,161,15,226,420,0.95%,3.33%,38.33%,3.57%,53.81%
ward:4W,1,1,36,0,60,98,1.02%,1.02%,36.73%,0.00%,61.22%
winkler:101,23,58,1097,10,739,1927,1.19%,3.01%,56.93%,0.52%,38.35%
winkler:201,6,20,567,0,234,824,0.73%,2.43%,68.81%,0.00%,28.40%
winkler:202,6,8,349,12,568,943,0.64%,0.85%,37.01%,1.27%,60.23%
winkler:301,24,56,1074,2,800,1956,1.23%,2.86%,54.91%,0.10%,40.90%
winkler:401,55,68,1645,12,361,2141,2.57%,3.18%,76.83%,0.56%,16.86%
