precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,25,74,334,1,2327,2761,0.91%,2.68%,12.10%,0.04%,84.28%
2,190,215,846,4,3759,5014,3.79%,4.29%,16.87%,0.08%,74.97%
3,28,175,1168,1,1625,2997,0.93%,5.84%,38.97%,0.03%,54.22%
4,221,175,312,4,3143,3855,5.73%,4.54%,8.09%,0.10%,81.53%
5,9,13,120,1,895,1038,0.87%,1.25%,11.56%,0.10%,86.22%
6,293,86,171,2,1096,1648,17.78%,5.22%,10.38%,0.12%,66.50%
7,131,67,219,7,1160,1584,8.27%,4.23%,13.83%,0.44%,73.23%
8,137,200,992,2,3622,4953,2.77%,4.04%,20.03%,0.04%,73.13%
9,183,195,634,7,2685,3704,4.94%,5.26%,17.12%,0.19%,72.49%
10,17,23,94,0,867,1001,1.70%,2.30%,9.39%,0.00%,86.61%
11,39,121,737,2,3967,4866,0.80%,2.49%,15.15%,0.04%,81.52%
12,74,88,176,0,1869,2207,3.35%,3.99%,7.97%,0.00%,84.69%
13,206,125,218,7,2479,3035,6.79%,4.12%,7.18%,0.23%,81.68%
14,890,124,212,3,2172,3401,26.17%,3.65%,6.23%,0.09%,63.86%
15,188,57,242,1,1174,1662,11.31%,3.43%,14.56%,0.06%,70.64%
16,160,105,243,2,2042,2552,6.27%,4.11%,9.52%,0.08%,80.02%
17,128,182,565,2,3289,4166,3.07%,4.37%,13.56%,0.05%,78.95%
18,7,27,118,0,939,1091,0.64%,2.47%,10.82%,0.00%,86.07%
19,87,45,96,0,1390,1618,5.38%,2.78%,5.93%,0.00%,85.91%
20,149,65,230,0,1896,2340,6.37%,2.78%,9.83%,0.00%,81.03%
21,593,176,312,7,3286,4374,13.56%,4.02%,7.13%,0.16%,75.13%
22,100,171,493,2,3841,4607,2.17%,3.71%,10.70%,0.04%,83.37%
23,366,264,514,8,2434,3586,10.21%,7.36%,14.33%,0.22%,67.88%
24,139,152,250,1,1649,2191,6.34%,6.94%,11.41%,0.05%,75.26%
25,1000,162,265,3,2687,4117,24.29%,3.93%,6.44%,0.07%,65.27%
26,57,54,284,0,884,1279,4.46%,4.22%,22.20%,0.00%,69.12%
27,192,143,364,8,2081,2788,6.89%,5.13%,13.06%,0.29%,74.64%
28,278,130,329,6,2901,3644,7.63%,3.57%,9.03%,0.16%,79.61%
29,238,119,306,2,2729,3394,7.01%,3.51%,9.02%,0.06%,80.41%
30,51,37,139,0,792,1019,5.00%,3.63%,13.64%,0.00%,77.72%
31,118,68,144,5,1738,2073,5.69%,3.28%,6.95%,0.24%,83.84%
32,99,50,224,6,2123,2502,3.96%,2.00%,8.95%,0.24%,84.85%
33,157,148,490,1,2707,3503,4.48%,4.22%,13.99%,0.03%,77.28%
34,1789,41,164,8,2386,4388,40.77%,0.93%,3.74%,0.18%,54.38%
35,13,54,333,0,1458,1858,0.70%,2.91%,17.92%,0.00%,78.47%
36,189,51,70,2,1651,1963,9.63%,2.60%,3.57%,0.10%,84.11%
37,26,84,345,1,2344,2800,0.93%,3.00%,12.32%,0.04%,83.71%
38,414,208,443,8,2947,4020,10.30%,5.17%,11.02%,0.20%,73.31%
39,189,137,442,3,2276,3047,6.20%,4.50%,14.51%,0.10%,74.70%
40,154,107,379,1,3003,3644,4.23%,2.94%,10.40%,0.03%,82.41%
41,196,78,167,1,1446,1888,10.38%,4.13%,8.85%,0.05%,76.59%
42,24,93,411,0,1802,2330,1.03%,3.99%,17.64%,0.00%,77.34%
43,152,208,562,11,2607,3540,4.29%,5.88%,15.88%,0.31%,73.64%
44,14,61,524,4,1100,1703,0.82%,3.58%,30.77%,0.23%,64.59%
45,272,129,253,0,2821,3475,7.83%,3.71%,7.28%,0.00%,81.18%
46,184,90,990,2,1912,3178,5.79%,2.83%,31.15%,0.06%,60.16%
47,120,85,454,1,1972,2632,4.56%,3.23%,17.25%,0.04%,74.92%
48,223,148,316,0,3162,3849,5.79%,3.85%,8.21%,0.00%,82.15%
49,91,57,164,3,2107,2422,3.76%,2.35%,6.77%,0.12%,86.99%
50,579,163,680,2,1870,3294,17.58%,4.95%,20.64%,0.06%,56.77%
51,71,69,633,0,1079,1852,3.83%,3.73%,34.18%,0.00%,58.26%
